source_file,window_title,team_name,dest
sportsref_download (19).xls,Task Switching,Task Switching,Task_Switching.xls
sportsref_download (19).xls,1995-96 William & Mary Tribe Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,William & Mary,William_Mary.xls
sportsref_download (19).xls,1995-96 Centenary (LA) Gents Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Centenary (LA),Centenary_LA.xls
sportsref_download (19).xls,1995-96 Central Connecticut Blue Devils Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Central Connecticut Blue,Central_Connecticut_Blue.xls
sportsref_download (19).xls,1995-96 Charleston Southern Buccaneers Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Charleston Southern,Charleston_Southern.xls
sportsref_download (19).xls,1995-96 Charlotte 49ers Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Charlotte,Charlotte.xls
sportsref_download (19).xls,1995-96 Chattanooga Mocs Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Chattanooga,Chattanooga.xls
sportsref_download (19).xls,1995-96 Chicago State Cougars Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Chicago State,Chicago_State.xls
sportsref_download (19).xls,1995-96 Cleveland State Vikings Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Cleveland State,Cleveland_State.xls
sportsref_download (19).xls,1995-96 Coastal Carolina Chanticleers Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Coastal Carolina,Coastal_Carolina.xls
sportsref_download (19).xls,1995-96 Colgate Raiders Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Colgate,Colgate.xls
sportsref_download (19).xls,1995-96 College of Charleston Cougars Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,College of Charleston,College_of_Charleston.xls
sportsref_download (19).xls,1995-96 Colorado State Rams Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Colorado State,Colorado_State.xls
sportsref_download (19).xls,1995-96 Coppin State Eagles Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Coppin State,Coppin_State.xls
sportsref_download (19).xls,1995-96 Dayton Flyers Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Dayton,Dayton.xls
sportsref_download (19).xls,1995-96 Detroit Mercy Titans Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Detroit Mercy,Detroit_Mercy.xls
sportsref_download (19).xls,1995-96 Drexel Dragons Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Drexel,Drexel.xls
sportsref_download (19).xls,1995-96 Duquesne Dukes Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Duquesne,Duquesne.xls
sportsref_download (19).xls,1995-96 East Carolina Pirates Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,East Carolina,East_Carolina.xls
sportsref_download (19).xls,1995-96 Eastern Kentucky Colonels Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Eastern Kentucky,Eastern_Kentucky.xls
sportsref_download (19).xls,1995-96 Eastern Washington Eagles Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Eastern Washington,Eastern_Washington.xls
sportsref_download (19).xls,1995-96 Evansville Purple Aces Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Evansville Purple,Evansville_Purple.xls
sportsref_download (19).xls,1995-96 Florida A&M Rattlers Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Florida A&M,Florida_AM.xls
sportsref_download (19).xls,1995-96 Florida Atlantic Owls Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Florida Atlantic,Florida_Atlantic.xls
sportsref_download (19).xls,1995-96 Florida International Panthers Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Florida International,Florida_International.xls
sportsref_download (19).xls,1995-96 Fordham Rams Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Fordham,Fordham.xls
sportsref_download (19).xls,1995-96 Fresno State Bulldogs Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Fresno State,Fresno_State.xls
sportsref_download (19).xls,1995-96 Furman Paladins Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Furman,Furman.xls
sportsref_download (19).xls,1995-96 George Mason Patriots Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,George Mason,George_Mason.xls
sportsref_download (19).xls,1995-96 George Washington Revolutionaries Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,George Washington,George_Washington.xls
sportsref_download (19).xls,1995-96 Georgia Southern Eagles Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Georgia Southern,Georgia_Southern.xls
sportsref_download (19).xls,1995-96 Georgia State Panthers Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Georgia State,Georgia_State.xls
sportsref_download (19).xls,1995-96 Grambling Tigers Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Grambling,Grambling.xls
sportsref_download (19).xls,1995-96 Green Bay Phoenix Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Green Bay,Green_Bay.xls
sportsref_download (19).xls,1995-96 Hampton Pirates Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Hampton,Hampton.xls
sportsref_download (19).xls,1995-96 Harvard Crimson Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Harvard,Harvard.xls
sportsref_download (19).xls,1995-96 Holy Cross Crusaders Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Holy Cross,Holy_Cross.xls
sportsref_download (19).xls,1995-96 Howard Bison Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Howard,Howard.xls
sportsref_download (19).xls,1995-96 Idaho Vandals Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Idaho,Idaho.xls
sportsref_download (19).xls,1995-96 Idaho State Bengals Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Idaho State,Idaho_State.xls
sportsref_download (19).xls,1995-96 UIC Flames Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,UIC,UIC.xls
sportsref_download (19).xls,1995-96 Jackson State Tigers Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Jackson State,Jackson_State.xls
sportsref_download (19).xls,1995-96 James Madison Dukes Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,James Madison,James_Madison.xls
sportsref_download (19).xls,1995-96 Kansas City Roos Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Kansas City,Kansas_City.xls
sportsref_download (19).xls,1995-96 La Salle Explorers Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,La Salle,La_Salle.xls
sportsref_download (19).xls,1995-96 Lamar Cardinals Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Lamar,Lamar.xls
sportsref_download (19).xls,1995-96 Lehigh Mountain Hawks Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Lehigh Mountain,Lehigh_Mountain.xls
sportsref_download (19).xls,1995-96 Little Rock Trojans Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Little Rock,Little_Rock.xls
sportsref_download (19).xls,1995-96 Long Beach State Beach Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Long Beach State,Long_Beach_State.xls
sportsref_download (19).xls,1995-96 LIU Sharks Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,LIU,LIU.xls
sportsref_download (19).xls,1995-96 LIU Sharks Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,LIU,LIU_dup1785048269.xls
sportsref_download (19).xls,1995-96 Loyola (IL) Ramblers Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Loyola (IL),Loyola_IL.xls
sportsref_download (19).xls,1995-96 Loyola (MD) Greyhounds Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Loyola (MD),Loyola_MD.xls
sportsref_download (19).xls,1995-96 Loyola Marymount Lions Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Loyola Marymount,Loyola_Marymount.xls
sportsref_download (19).xls,1995-96 Maine Black Bears Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Maine Black,Maine_Black.xls
sportsref_download (19).xls,1995-96 Manhattan Jaspers Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Manhattan,Manhattan.xls
sportsref_download (19).xls,1995-96 Marist Red Foxes Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Marist Red,Marist_Red.xls
sportsref_download (19).xls,1995-96 Marshall Thundering Herd Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Marshall Thundering,Marshall_Thundering.xls
sportsref_download (19).xls,1995-96 Maryland–Eastern Shore Hawks Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Maryland–Eastern Shore,MarylandEastern_Shore.xls
sportsref_download (19).xls,1995-96 UMass Minutemen Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,UMass,UMass.xls
sportsref_download (19).xls,1995-96 McNeese Cowboys Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,McNeese,McNeese.xls
sportsref_download (19).xls,1995-96 Mercer Bears Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Mercer,Mercer.xls
sportsref_download (19).xls,1995-96 Miami (OH) RedHawks Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Miami (OH),Miami_OH.xls
sportsref_download (19).xls,1995-96 Middle Tennessee Blue Raiders Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Middle Tennessee Blue,Middle_Tennessee_Blue.xls
sportsref_download (19).xls,1995-96 Milwaukee Panthers Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Milwaukee,Milwaukee.xls
sportsref_download (19).xls,1995-96 Mississippi Valley State Delta Devils Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Mississippi Valley State Delta,Mississippi_Valley_State_Delta.xls
sportsref_download (19).xls,1995-96 Missouri State Bears Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Missouri State,Missouri_State.xls
sportsref_download (19).xls,1995-96 Montana Grizzlies Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Montana,Montana.xls
sportsref_download (19).xls,1995-96 Montana State Bobcats Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Montana State,Montana_State.xls
sportsref_download (19).xls,1995-96 Morgan State Bears Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Morgan State,Morgan_State.xls
sportsref_download (19).xls,1995-96 Mount St. Mary's Mountaineers Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Mount St. Mary's,Mount_St_Marys.xls
sportsref_download (19).xls,1995-96 Murray State Racers Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Murray State,Murray_State.xls
sportsref_download (19).xls,1995-96 Navy Midshipmen Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Navy,Navy.xls
sportsref_download (19).xls,1995-96 UNLV Rebels Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,UNLV,UNLV.xls
sportsref_download (19).xls,1995-96 Nevada Wolf Pack Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Nevada Wolf,Nevada_Wolf.xls
sportsref_download (19).xls,1995-96 New Hampshire Wildcats Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,New Hampshire,New_Hampshire.xls
sportsref_download (19).xls,1995-96 New Mexico Lobos Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,New Mexico,New_Mexico.xls
sportsref_download (19).xls,1995-96 New Orleans Privateers Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,New Orleans,New_Orleans.xls
sportsref_download (19).xls,1995-96 Niagara Purple Eagles Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Niagara Purple,Niagara_Purple.xls
sportsref_download (19).xls,1995-96 North Carolina A&T Aggies Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,North Carolina A&T,North_Carolina_AT.xls
sportsref_download (19).xls,1995-96 Northeastern Huskies Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Northeastern,Northeastern.xls
sportsref_download (19).xls,1995-96 Northeastern Illinois Golden Eagles Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Northeastern Illinois Golden,Northeastern_Illinois_Golden.xls
sportsref_download (19).xls,1995-96 Northern Arizona Lumberjacks Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Northern Arizona,Northern_Arizona.xls
sportsref_download (19).xls,1995-96 Old Dominion Monarchs Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Old Dominion,Old_Dominion.xls
sportsref_download (19).xls,1995-96 Oral Roberts Golden Eagles Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Oral Roberts Golden,Oral_Roberts_Golden.xls
sportsref_download (19).xls,1995-96 Pacific Tigers Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Pacific,Pacific.xls
sportsref_download (19).xls,1995-96 Penn Quakers Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Penn,Penn.xls
sportsref_download (19).xls,1995-96 Pepperdine Waves Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Pepperdine,Pepperdine.xls
sportsref_download (19).xls,1995-96 Portland Pilots Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Portland,Portland.xls
sportsref_download (19).xls,1995-96 Princeton Tigers Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Princeton,Princeton.xls
sportsref_download (19).xls,1995-96 Providence Friars Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Providence,Providence.xls
sportsref_download (19).xls,1995-96 Radford Highlanders Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Radford,Radford.xls
sportsref_download (19).xls,1995-96 Rhode Island Rams Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Rhode Island,Rhode_Island.xls
sportsref_download (19).xls,1995-96 Richmond Spiders Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Richmond,Richmond.xls
sportsref_download (19).xls,1995-96 Robert Morris Colonials Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Robert Morris,Robert_Morris.xls
sportsref_download (19).xls,1995-96 Sacramento State Hornets Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Sacramento State,Sacramento_State.xls
sportsref_download (19).xls,1995-96 Saint Francis (PA) Red Flash Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Saint Francis (PA) Red,Saint_Francis_PA_Red.xls
sportsref_download (19).xls,1995-96 Saint Louis Billikens Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Saint Louis,Saint_Louis.xls
sportsref_download (19).xls,1995-96 Saint Mary's Gaels Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Saint Mary's,Saint_Marys.xls
sportsref_download (19).xls,1995-96 Sam Houston Bearkats Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Sam Houston,Sam_Houston.xls
sportsref_download (19).xls,1995-96 Samford Bulldogs Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Samford,Samford.xls
sportsref_download (19).xls,1995-96 San Diego Toreros Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,San Diego,San_Diego.xls
sportsref_download (19).xls,1995-96 San Diego State Aztecs Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,San Diego State,San_Diego_State.xls
sportsref_download (19).xls,1995-96 San Jose State Spartans Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,San Jose State,San_Jose_State.xls
sportsref_download (19).xls,1995-96 Santa Clara Broncos Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Santa Clara,Santa_Clara.xls
sportsref_download (19).xls,1995-96 Seton Hall Pirates Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Seton Hall,Seton_Hall.xls
sportsref_download (19).xls,1995-96 South Alabama Jaguars Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,South Alabama,South_Alabama.xls
sportsref_download (19).xls,1995-96 South Carolina State Bulldogs Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,South Carolina State,South_Carolina_State.xls
sportsref_download (19).xls,1995-96 South Florida Bulls Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,South Florida,South_Florida.xls
sportsref_download (19).xls,1995-96 Southeast Missouri State Redhawks Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Southeast Missouri State,Southeast_Missouri_State.xls
sportsref_download (19).xls,1995-96 Southeastern Louisiana Lions Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Southeastern Louisiana,Southeastern_Louisiana.xls
sportsref_download (19).xls,1995-96 Southern Jaguars Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Southern,Southern.xls
sportsref_download (19).xls,1995-96 Southern Miss Golden Eagles Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Southern Miss Golden,Southern_Miss_Golden.xls
sportsref_download (19).xls,1995-96 Southern Utah Thunderbirds Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Southern Utah,Southern_Utah.xls
sportsref_download (19).xls,1995-96 St. Bonaventure Bonnies Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,St. Bonaventure,St_Bonaventure.xls
sportsref_download (19).xls,1995-96 Stephen F. Austin Lumberjacks Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Stephen F. Austin,Stephen_F_Austin.xls
sportsref_download (19).xls,1995-96 Stetson Hatters Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Stetson,Stetson.xls
sportsref_download (19).xls,1995-96 Tennessee State Tigers Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Tennessee State,Tennessee_State.xls
sportsref_download (19).xls,1995-96 Tennessee Tech Golden Eagles Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Tennessee Tech Golden,Tennessee_Tech_Golden.xls
sportsref_download (19).xls,1995-96 UT Martin Skyhawks Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,UT Martin,UT_Martin.xls
sportsref_download (19).xls,1995-96 Texas Southern Tigers Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Texas Southern,Texas_Southern.xls
sportsref_download (19).xls,1995-96 Texas–Rio Grande Valley Vaqueros Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Texas–Rio Grande Valley,TexasRio_Grande_Valley.xls
sportsref_download (19).xls,1995-96 The Citadel Bulldogs Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,The Citadel,The_Citadel.xls
sportsref_download (19).xls,1995-96 Towson Tigers Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Towson,Towson.xls
sportsref_download (19).xls,1995-96 Tulsa Golden Hurricane Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Tulsa Golden,Tulsa_Golden.xls
sportsref_download (19).xls,1995-96 UAB Blazers Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,UAB,UAB.xls
sportsref_download (19).xls,1995-96 UC Irvine Anteaters Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,UC Irvine,UC_Irvine.xls
sportsref_download (19).xls,1995-96 UC Santa Barbara Gauchos Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,UC Santa Barbara,UC_Santa_Barbara.xls
sportsref_download (19).xls,1995-96 UCF Knights Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,UCF,UCF.xls
sportsref_download (19).xls,1995-96 UNC Asheville Bulldogs Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,UNC Asheville,UNC_Asheville.xls
sportsref_download (19).xls,1995-96 UT Arlington Mavericks Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,UT Arlington,UT_Arlington.xls
sportsref_download (19).xls,Task Switching,Task Switching,Task_Switching.xls
sportsref_download (19).xls,1995-96 Utah Utes Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Utah,Utah.xls
sportsref_download (19).xls,1995-96 UTSA Roadrunners Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,UTSA,UTSA.xls
sportsref_download (19).xls,1995-96 VMI Keydets Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,VMI,VMI.xls
sportsref_download (19).xls,1995-96 Wagner Seahawks Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Wagner,Wagner.xls
sportsref_download (19).xls,1995-96 Weber State Wildcats Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Weber State,Weber_State.xls
sportsref_download (19).xls,1995-96 West Virginia Mountaineers Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,West Virginia,West_Virginia.xls
sportsref_download (19).xls,1995-96 Western Carolina Catamounts Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Western Carolina,Western_Carolina.xls
sportsref_download (19).xls,1995-96 Western Illinois Leathernecks Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Western Illinois,Western_Illinois.xls
sportsref_download (19).xls,1995-96 Western Kentucky Hilltoppers Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Western Kentucky,Western_Kentucky.xls
sportsref_download (19).xls,1995-96 Winthrop Eagles Men's Schedule and Results | College Basketball at Sports-Reference.com - Google Chrome,Winthrop,Winthrop.xls
